ID,Category,Title,Authors,Year,DOI,ArXiv,Abstract,Page Count,Methods,Domain Tags
354,16-LAPD-Dataset-Plots,TS-derived Isat (mA / mm2)05101520Predicted Isat (mA / mm2),,,,,,1,,
371,16-LAPD-Dataset-Plots,Validation set number0.0000.0020.0040.0060.0080.0100.012MSEModel-averaged (not ensemble) validation set performance,,,,,,1,,
366,16-LAPD-Dataset-Plots,Weight decay105,,,,,,1,,
395,16-LAPD-Dataset-Plots,Weight decay105,,,,,,1,,
373,16-LAPD-Dataset-Plots,discharge voltage effect var only,,,,,,1,,
374,16-LAPD-Dataset-Plots,ens DR1 05 wd comparison,,,,,,,,
375,16-LAPD-Dataset-Plots,ens DR2 10 wd comparison,,,,,,,,
376,16-LAPD-Dataset-Plots,ens DR2 10 wd comparison with 0,,,,,,,,
377,16-LAPD-Dataset-Plots,extrapolation profile DR1 24 wd comparison,,,,,,1,,
378,16-LAPD-Dataset-Plots,extrapolation profile DR2 10 wd comparison,,,,,,1,,
379,16-LAPD-Dataset-Plots,extrapolation profile DR2 10 wd comparison 1,,,,,,1,,
380,16-LAPD-Dataset-Plots,extrapolation profile DR2 10 wd comparison select,,,,,,1,,
388,16-LAPD-Dataset-Plots,isat vs discharge voltage,,,,,,1,,
389,16-LAPD-Dataset-Plots,profile gas puff,,,,,,1,,
368,16-LAPD-Dataset-Plots,x (cm)0.0000.0020.0040.0060.008Isat (A / mm2),,,,,,1,,
356,16-LAPD-Dataset-Plots,"x (cm)0.0000.0050.0100.0150.020Isat (A/mm2)Predicted profiles, ports 17 and 33, datarun 08",,,,,,1,,
369,16-LAPD-Dataset-Plots,x (cm)0.002,,,,,,1,,
393,16-LAPD-Dataset-Plots,x (cm)Isat (A / mm2)NLL=0,,,,,,1,machine_learning,
394,16-LAPD-Dataset-Plots,x (cm)Isat (A / mm2)NLL=0,,,,,,1,,
362,16-LAPD-Dataset-Plots,z position (cm)0.00.20.40.60.81.01.2Isat (A/mm2)1e2,,,,,,1,,
390,16-LAPD-Dataset-Plots,z position (cm)0.250.500.751.001.251.501.75Isat (A/mm2)1e2,,,,,,1,,
391,16-LAPD-Dataset-Plots,z position (cm)0.51.01.52.0Isat (A/mm2)1e2,,,,,,1,,
364,16-LAPD-Dataset-Plots,z position (cm)05101520Isat (mA / mm2),,,,,,1,,
365,16-LAPD-Dataset-Plots,z position (cm)05101520Isat (mA / mm2),,,,,,1,,
361,16-LAPD-Dataset-Plots,z position (cm)3.54.04.55.05.56.06.5Isat (mA / mm2),,,,,,1,,
363,16-LAPD-Dataset-Plots,z position (cm)7.510.012.515.017.520.022.5Isat (mA / mm2),,,,,,1,,
398,16-LAPD-Dataset-Plots,z-axis profiles,,,,,,1,,
405,17-Archive-Unsorted,Preliminary measurements of alpha particles produced by proton-boron nuclear fusion reaction on Z-pinch type discharges,"Aneta Malinowska,Roch Kwiatkowski,Katarzyna Nowakowska-Langier,Svitlana Romaniuk,Martyna Araszkiewicz,Ryszard Miklaszewski,Marian Paduch,Piotr Czarkowski,Tomasz Chodukowski,Agnieszka Korgul,Agnieszka Kulińska",2026,10.1088/1361-6587/ae4141,,"The11B(p, α)2αfusion reaction occurring in hydrogen-boron fuel seems to be the most prom-ising, therefore it is currently being investigated in various systems such as magnetic confinementfusion, inertial confinement fusion, high-power lasers and Z-pinches (Ribeyre et al 2022 Sci. Rep.124665), (Picciotto et al 2014 Phys. Rev. X4031030–1). As this reaction does not produce neut-rons and the energy released is carried only by alpha particles, it offers the possibility of direct con-version of",8,experimental,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; radiation; electrode_materials
406,17-Archive-Unsorted,Modification and Numerical Modelling of Dense Plasma F ocus,,2024,,,,24,machine_learning; experimental; review,dense_plasma_focus; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials; circuit_modeling
404,17-Archive-Unsorted,OpenFOAM Simulation of Microfluidic Molecular Communications: Method and Experimental Validation,,2024,,,"The convergence of microfluidics and Molecular Communication (MC) has garneredsignificant attention in the context of the emerging Internet of Bio-Nano Things (IoBNT) paradigm.Microfluidic systems offer unique capabilities for manipulating fluids at the microscale, enablingprecise control over molecular interactions. Potential IoBNT applications of microfluidic MC lie inhealthcare, environmental monitoring, and biotechnology. The MultiPhase Particle-In-Cell (MPPIC) solverin OpenFOAM was ori",19,simulation; analytical; experimental; review,nuclear_fusion; particle_methods
402,17-Archive-Unsorted,MACH2: A Two-Dimensional Magnetohydrodynamic Simulation Code for Complex Experimental Configurations.,"Frese, Michael H.",1987,,,"AMRC-R-874 0Mission Research CorporationLE MACH2: A TWO-DIMENSIONAL MAGNETOHYDRODYNAMIC SIMULATION00 CODE FOR COMPLEX EXPERIMENTAL CONFIGURATIONSO0)Michael H. FreseSeptember 1987Prepared for: AIR FORCE WEAPONS LABORATORY/AWPPKirtland Air Force BaseNew Mexico 87117DTICELECTEUnder Contract: F29601-86-C-0216 A 8Subtask 03-02/00 SA 0O8 88DHPrepared by: MISSION RESEARCH CORPORATION1720 Randolph Road, SE.Albuquerque, New Mexico 87106CLEARED FOR PUBLIC RELEASE: AFWL/PA 87-62622 Decem",96,simulation; experimental,mhd; plasma_physics; nuclear_fusion; numerical_methods
410,17-Archive-Unsorted,A More Realistic Z-pinch Snowplow Model,,,,,We introduce an extended snowplow model for Z-pinch experimentsthat accounts for partial particle entrainment and current loss duringcontraction. We applied the methods to a speciﬁc case.,9,experimental,z_pinch; plasma_physics
409,17-Archive-Unsorted,Dimensional Analysis Approach to Experiments,,,,,"The physical behavior of discharges in Z pinch devices can be com-pletely deciphered in terms of only three dimensionless parameters. Theseparameters can be arranged in a way that draw a surface in 3 Dspace.This surface compiles all the accessible information on the macroscopicphysical behavior of each possible Z pinch discharge. We analyze thepractical problems the drawing of this surface encounters and in view ofthe situation, we devote the remainder of the article to outline a feasible",18,experimental,z_pinch; plasma_physics; nuclear_fusion; electrode_materials
403,17-Archive-Unsorted,Enhanc ing P rofessional and Perso nal Development,Holly Coffin,,,,"A resume is a document that you—the jobseeker—uses to p romote your skills, abiliti es, and kn owledge to a potential employer. It uses your past experiences and accomplishm ents to position you for future opportuniti es. From an employer’s perspective, resumes are used to identify qualified candidates to invite to an interview. Resumes do not generate job offers, but well written resumes do facilitate interviews. They are a marketing tool. The resume is impo rtant, but just one of se",8,review,
408,17-Archive-Unsorted,Scaling La w for Disc harges in Z pinc h Devices,,,,,"W e consider the sno wplo w mo del for studying disc harges in Z pinc hdevices. In this con text, to obtain a complete picture on the ph ysics ofthose disc harges, w e replenish the term disregarded in the original form u-lation of the sno wplo w equations. This is, w e no w consider not only themagnetic force in w ard on the curren t sheath but w e tak e in to accoun t alsoa force out w ard on it. Suc h a force results from the kinetic pressure of thegas o ccluded b y the curren t sheath.",42,,plasma_physics; nuclear_fusion; radiation
407,17-Archive-Unsorted,sfepy-run --save-ebc sfepy/examples/diffusion/poisson_short_syntax.py # -> produces an additional .vtk file with BC visualization,,,,,,3,simulation,nuclear_fusion
